Lab Test(s) {0} created successfully,Οι δοκιμές εργαστηρίου {0} δημιουργήθηκαν με επιτυχία,
Lab Tests,Δοκιμές εργαστηρίου,
Lab Tests and Vital Signs,Εργαστηριακές εξετάσεις και ζωτικά σημάδια,
Lab result datetime cannot be before testing datetime,Η ημερομηνία λήξης των αποτελεσμάτων του εργαστηρίου δεν μπορεί να γίνει πριν από την ημερομηνία δοκιμής,
Lab testing datetime cannot be before collection datetime,Ο χρόνος δοκιμής εργαστηρίου δεν μπορεί να είναι πριν από την ημερομηνία συλλογής,
LabTest Approver,Έλεγχος LabTest,
Label,Ετικέτα,
Laboratory,Εργαστήριο,
Laboratory SMS Alerts,Εργαστηριακές ειδοποιήσεις SMS,
Laboratory Settings,Ρυθμίσεις εργαστηρίου,
Laboratory Testing Datetime,Εργαστηριακή δοκιμή,
Laboratory User,Εργαστηριακός χρήστης,
Landed Cost Help,Βοήθεια κόστους αποστολής εμπορευμάτων,
Landed Cost Item,Είδος κόστους αποστολής εμπορευμάτων,
Landed Cost Purchase Receipt,Αποδεικτικό αγοράς κόστους αποστολής εμπορευμάτων,
Landed Cost Taxes and Charges,Φόροι και εβπιβαρύνσεις κόστους αποστολής εμπορευμάτων,
Landed Cost Voucher,Αποδεικτικό κόστους αποστολής εμπορευμάτων,
Landed Cost Voucher Amount,Ποσό αποδεικτικοού κόστους αποστολής εμπορευμάτων,
Landscape,Τοπίο,
Language,Γλώσσα,
Language Name,γλώσσα Όνομα,
Lapsed,Ληξιπρόθεσμος,
Large,Μεγάλο,
Last Activity ,Τελευταία δραστηριότητα,
Last Carbon Check,Τελευταία Carbon Έλεγχος,
Last Communication,Τελευταία ανακοίνωση,
Last Communication Date,Τελευταία ημερομηνία επικοινωνίας,
Last Completion Date,Τελευταία ημερομηνία ολοκλήρωσης,
Last Integration Date,Τελευταία ημερομηνία ολοκλήρωσης,
Last Known Successful Sync of Employee Checkin. Reset this only if you are sure that all Logs are synced from all the locations. Please don't modify this if you are unsure.,Τελευταία Γνωστή Επιτυχής Συγχρονισμός Έργου Checkin. Επαναφέρετε αυτήν τη ρύθμιση μόνο εάν είστε βέβαιοι ότι όλα τα αρχεία καταγραφής συγχρονίζονται από όλες τις τοποθεσίες. Μην τροποποιείτε αυτό εάν δεν είστε σίγουροι.,
Last Month Downtime Analysis,Ανάλυση διακοπής λειτουργίας τελευταίου μήνα,
Last Name,Επώνυμο,
Last Order Amount,Ποσό τελευταίας παραγγελίας,
Last Order Date,Τελευταία ημερομηνία παραγγελίας,
Last Purchase Price,Τελευταία τιμή αγοράς,
Last Purchase Rate,Τελευταία τιμή αγοράς,
Last Sales Invoice,Τελευταίο τιμολόγιο πωλήσεων,
Last Stock Transaction for item {0} under warehouse {1} was on {2}.,Η τελευταία συναλλαγή μετοχών για το στοιχείο {0} υπό αποθήκη {1} πραγματοποιήθηκε στις {2}.,
Last Sync Datetime,Τελευταία ημερομηνία συγχρονισμού,
Last Sync On,Ο τελευταίος συγχρονισμός είναι ενεργοποιημένος,
Last Sync of Checkin,Τελευταίο συγχρονισμό του Checkin,
Last carbon check date cannot be a future date,Η τελευταία ημερομηνία ελέγχου άνθρακα δεν μπορεί να είναι μελλοντική ημερομηνία,
Late Checkin,Άφιξη αργά,
Late Entry,Ύστερη είσοδος,
Late Entry Grace Period,Ύστερη περίοδος χάριτος εισόδου,
Latest,Το πιο πρόσφατο,
Latest Age,Τελικό στάδιο,
Latest Attempt,Τελευταία προσπάθεια,
Latest Highest Score,Τελευταία υψηλότερη βαθμολογία,
Latest price updated in all BOMs,Η τελευταία τιμή ενημερώθηκε σε όλα τα BOM,
Latitude,Γεωγραφικό πλάτος,
Lead,Σύσταση,
Lead Count,Αρχικός αριθμός,
Lead Details,Λεπτομέρειες Σύστασης,
Lead Name,Όνομα Σύστασης,
Lead Owner,Ιδιοκτήτης επαφής,
Lead Owner Efficiency,Ηγετική απόδοση του ιδιοκτήτη,
Lead Owner cannot be same as the Lead,Ο μόλυβδος Ιδιοκτήτης δεν μπορεί να είναι ίδιο με το μόλυβδο,
Lead Source,Πηγή Σύστασης,
Lead Time,Χρόνος παράδοσης,
Lead Time (Days),Χρόνος παράδοσης (ημέρες),
Lead Time (in mins),Χρόνος παράδοσης (σε λεπτά),
Lead Time Date,Ημερομηνία ανοχής χρόνου,
Lead Time Days,Ημέρες ανοχής,
Lead Time in days,Χρόνος των ημερών,
Lead Type,Τύπος επαφής,
Lead is an Organization,Η σύσταση είναι οργανισμός,
"Leads help you get business, add all your contacts and more as your leads","Οδηγεί σας βοηθήσει να πάρετε την επιχείρησή, προσθέστε όλες τις επαφές σας και περισσότερο, όπως σας οδηγεί",
Learning Management System Settings,Ρυθμίσεις συστήματος διαχείρισης εκμάθησης,
Learning Management System Title,Τίτλος συστήματος διαχείρισης μάθησης,
Leave,Αδεια,
Leave Allocation,Κατανομή άδειας,
Leave Allocations,Αφήστε τις κατανομές,
Leave Application,Αίτηση άδειας,
Leave Approval Notification,Αφήστε την ειδοποίηση έγκρισης,
Leave Approval Notification Template,Αφήστε το πρότυπο ειδοποίησης έγκρισης,
Leave Approver,Υπεύθυνος έγκρισης άδειας,
Leave Approver Mandatory In Leave Application,Απαλλαγή από την υποχρέωση προσέγγισης υποχρεωτική στην άδεια,
Leave Approver Name,Όνομα υπευθύνου έγκρισης άδειας,
Leave Balance,Αφήστε την ισορροπία,
Leave Balance Before Application,Υπόλοιπο άδειας πριν από την εφαρμογή,
Leave Block List,Λίστα ημερών Άδειας,
Leave Block List Allow,Επίτρεψε λίστα αποκλεισμού ημερών άδειας,
Leave Block List Allowed,Η λίστα αποκλεισμού ημερών άδειας επετράπη,
Leave Block List Date,Ημερομηνία λίστας αποκλεισμού ημερών άδειας,
Leave Block List Dates,Ημερομηνίες λίστας αποκλεισμού ημερών άδειας,
Leave Block List Name,Όνομα λίστας αποκλεισμού ημερών άδειας,
Leave Blocked,Η άδεια εμποδίστηκε,
Leave Control Panel,Πίνακας ελέγχου άδειας,
Leave Encashed?,Η άδεια εισπράχθηκε;,
Leave Encashment,Αφήστε Εξαργύρωση,
Leave Encashment Amount Per Day,Αφήστε το ποσό συμμετοχής ανά ημέρα,
Leave Ledger Entry,Αφήστε την είσοδο του Ledger,
Leave Period,Αφήστε την περίοδο,
Leave Policy,Αφήστε την πολιτική,
Leave Policy Detail,Αφήστε τις λεπτομέρειες πολιτικής,
Leave Policy Details,Αφήστε τα στοιχεία πολιτικής,
Leave Reason,Αφήστε τον λόγο,
Leave Settings,Αφήστε τις ρυθμίσεις,
Leave Status Notification,Αφήστε την ειδοποίηση κατάστασης,
Leave Status Notification Template,Αφήστε το πρότυπο ειδοποίησης κατάστασης,
Leave Type,Τύπος άδειας,
Leave Type Name,Όνομα τύπου άδειας,
Leave Type is madatory,Ο τύπος άδειας είναι τερατώδης,
Leave Type {0} cannot be allocated since it is leave without pay,Αφήστε Τύπος {0} δεν μπορεί να διατεθεί αφού φύγετε χωρίς αμοιβή,
Leave Type {0} cannot be carry-forwarded,"Αφήστε Τύπος {0} δεν μπορεί να μεταφέρει, διαβιβάζεται",
Leave Type {0} is not encashable,Ο τύπος άδειας {0} δεν είναι εγκιβωτισμένος,
Leave Without Pay,Άδεια άνευ αποδοχών,
Leave Without Pay does not match with approved {} records,Η άδεια χωρίς πληρωμή δεν ταιριάζει με εγκεκριμένα {} αρχεία,
Leave application is linked with leave allocations {0}. Leave application cannot be set as leave without pay,Αφήστε την εφαρμογή συνδέεται με την άδεια {0}. Αφήστε την εφαρμογή δεν μπορεί να οριστεί ως άδεια χωρίς αμοιβή,
Leave application {0} already exists against the student {1},Αφήστε την εφαρμογή {0} να υπάρχει ήδη εναντίον του μαθητή {1},
Leave blank if the Supplier is blocked indefinitely,Αφήστε κενό εάν ο Προμηθευτής έχει αποκλειστεί επ &#39;αόριστον,
Leave blank if you make students groups per year,Αφήστε κενό αν κάνετε ομάδες φοιτητών ανά έτος,
Leave blank to use the standard Delivery Note format,Αφήστε κενό για να χρησιμοποιήσετε την τυπική μορφή σημείωσης παράδοσης,
"Leave cannot be allocated before {0}, as leave balance has already been carry-forwarded in the future leave allocation record {1}","Η άδεια δεν μπορεί να χορηγείται πριν {0}, η ισορροπία άδεια έχει ήδη μεταφοράς διαβιβάζεται στο μέλλον ρεκόρ χορήγηση άδειας {1}",
"Leave cannot be applied/cancelled before {0}, as leave balance has already been carry-forwarded in the future leave allocation record {1}","Αφήστε που δεν μπορούν να εφαρμοστούν / ακυρωθεί πριν {0}, η ισορροπία άδεια έχει ήδη μεταφοράς διαβιβάζεται στο μέλλον ρεκόρ χορήγηση άδειας {1}",
Leave of type {0} cannot be longer than {1},Η άδεια του τύπου {0} δεν μπορεί να είναι μεγαλύτερη από {1},
Leave unchecked if you don't want to consider batch while making course based groups. ,Αφήστε ανεξέλεγκτη αν δεν θέλετε να εξετάσετε παρτίδα ενώ κάνετε ομάδες μαθημάτων.,
Leaves,Φύλλα,
Leaves Allocated,Κατανεμημένα φύλλα,
Leaves Allocated Successfully for {0},Οι άδειες κατανεμήθηκαν επιτυχώς για {0},
Leaves per Year,Αφήνει ανά έτος,
Leaving Certificate Number,Αφήνοντας Αριθμός Πιστοποιητικού,
Ledger,Καθολικό,
Left,Αριστερά,
Left Index,Αριστερός δείκτης,
Legal,Νομικός,
Legal Entity / Subsidiary with a separate Chart of Accounts belonging to the Organization.,Νομικό πρόσωπο / θυγατρικές εταιρείες με ξεχωριστό λογιστικό σχέδιο που ανήκουν στον οργανισμό.,
Legal Expenses,Νομικές δαπάνες,
Length,Μήκος,
Less Than Amount,Λιγότερο από το ποσό,
Less than a year,Λιγότερο από ένα χρόνο,
Letter Head,Επικεφαλίδα επιστολόχαρτου,
Letter or Email Body Text,Κείμενο σώματος επιστολής ή ηλεκτρονικού ταχυδρομείου,
Letter or Email Closing Text,Κείμενο κλεισίματος επιστολής ή ηλεκτρονικού ταχυδρομείου,
Level,Επίπεδο,
Lft,Λτφ,
Liabilities,Υποχρεώσεις,
Liability,Υποχρέωση,
License Details,Λεπτομέρειες άδειας χρήσης,
License Number,ΑΡΙΘΜΟΣ ΑΔΕΙΑΣ,
License Plate,Πινακίδα κυκλοφορίας,
Lifecycle,Κύκλος ζωής,
Likes,Μου αρέσουν,
Limit Crossed,όριο Crossed,
Limited to 12 characters,Περιορίζεται σε 12 χαρακτήρες,
Line spacing for amount in words,διάστιχο για ποσό ολογράφως,
Link,Σύνδεσμος,
Link Customer to Patient,Συνδέστε τον πελάτη με τον ασθενή,
Link Options,Επιλογές συνδέσμου,
Link existing Quality Procedure.,Συνδέστε την υφιστάμενη διαδικασία ποιότητας.,
Link to Material Request,Σύνδεση με το αίτημα υλικού,
Link to Material Requests,Σύνδεσμος για αιτήματα υλικού,
Linked Doctype,Linked Doctype,
Linked Documents,Linked Documents,
Linked Invoices,Συνδεδεμένα τιμολόγια,
Linked Item,Συνδεδεμένο αντικείμενο,
Linked Item Details,Λεπτομέρειες συνδεδεμένου στοιχείου,
Linked Location,Συνδεδεμένη τοποθεσία,
Linked Plant Analysis,Ανάλυση συνδεδεμένων εγκαταστάσεων,
Linked Soil Analysis,Συνδεδεμένη ανάλυση εδάφους,
Linked Soil Texture,Συνδεδεμένη υφή του εδάφους,
LinkedIn,LinkedIn,
LinkedIn Post Id,Αναγνωριστικό δημοσίευσης LinkedIn,
LinkedIn Settings,Ρυθμίσεις LinkedIn,
Links,Σύνδεσμοι,
List items that form the package.,Απαριθμήστε τα είδη που αποτελούν το συσκευασία.,
List of diseases detected on the field. When selected it'll automatically add a list of tasks to deal with the disease ,"Κατάλογος ασθενειών που εντοπίζονται στο πεδίο. Όταν επιλεγεί, θα προστεθεί αυτόματα μια λίστα εργασιών για την αντιμετώπιση της νόσου",
Live API Key,Ζωντανό κλειδί API,
Load All Criteria,Φορτώστε όλα τα κριτήρια,
Loading Payment System,Φόρτωση συστήματος πληρωμών,
Loading import file...,Φόρτωση αρχείου εισαγωγής ...,
Loading...,Φόρτωση...,
Loam,Παχύ χώμα,
Loamy Sand,Ελαφριά άμμος,
Loan,Δάνειο,
Loan ,Δάνειο,
Loan  Details,Λεπτομέρειες δανείου,
Loan Account,Λογαριασμός δανείου,
Loan Account and Payment Account cannot be same,Ο λογαριασμός δανείου και ο λογαριασμός πληρωμής δεν μπορούν να είναι ίδιοι,
Loan Amount,Ποσο δανειου,
Loan Amount cannot exceed Maximum Loan Amount of {0},Ποσό δανείου δεν μπορεί να υπερβαίνει το μέγιστο ύψος των δανείων Ποσό {0},
Loan Amount exceeds maximum loan amount of {0} as per proposed securities,Το ποσό δανείου υπερβαίνει το μέγιστο ποσό δανείου {0} σύμφωνα με τις προτεινόμενες αξίες,
Loan Amount is mandatory,Το ποσό δανείου είναι υποχρεωτικό,
Loan Application,Αίτηση για δάνειο,
Loan Closure Requested,Απαιτείται κλείσιμο δανείου,
Loan Details,Λεπτομέρειες δανείου,
Loan Disbursement,Εκταμίευση δανείου,
Loan End Date,Ημερομηνία λήξης δανείου,
Loan Info,Πληροφορίες δανείων,
Loan Interest Accrual,Δαπάνη δανεισμού,
Loan Management,Διαχείριση δανείων,
Loan Manager,Διευθυντής Δανείων,
Loan Name,δάνειο Όνομα,
Loan Period (Days),Περίοδος δανείου (ημέρες),
Loan Repayment,Αποπληρωμή δανείου,
Loan Repayment Detail,Λεπτομέρεια αποπληρωμής δανείου,
Loan Repayment Entry,Καταχώρηση αποπληρωμής δανείου,
Loan Repayment and Closure,Επιστροφή και κλείσιμο δανείου,
Loan Securities with different LTV ratio cannot be pledged against one loan,Τα δανειακά χρεόγραφα με διαφορετική αναλογία LTV δεν μπορούν να δεσμευτούν έναντι ενός δανείου,
Loan Security,Ασφάλεια δανείου,
Loan Security Code,Κωδικός ασφαλείας δανείου,
Loan Security Details,Στοιχεία Ασφαλείας Δανείου,
Loan Security Name,Όνομα ασφάλειας δανείου,
Loan Security Pledge,Εγγύηση ασφάλειας δανείου,
Loan Security Pledge Created : {0},Δανεισμός ασφαλείας δανείου Δημιουργήθηκε: {0},
Loan Security Pledge can only be created for secured loans,Η εγγύηση δανείου μπορεί να δημιουργηθεί μόνο για εξασφαλισμένα δάνεια,
Loan Security Price,Τιμή Ασφαλείας Δανείου,
Loan Security Price overlapping with {0},Τιμή ασφάλειας δανείου που επικαλύπτεται με {0},
Loan Security Shortfall,Σφάλμα ασφάλειας δανείων,
Loan Security Status,Κατάσταση ασφάλειας δανείου,
Loan Security Type,Τύπος ασφαλείας δανείου,
Loan Security Unpledge,Ασφάλεια δανείου,
Loan Security Value,Τιμή Ασφαλείας Δανείου,
Loan Security {0} added multiple times,Η ασφάλεια δανείου {0} προστέθηκε πολλές φορές,
Loan Start Date,Ημερομηνία έναρξης δανείου,
Loan Start Date and Loan Period are mandatory to save the Invoice Discounting,Η ημερομηνία έναρξης δανείου και η περίοδος δανείου είναι υποχρεωτικές για την αποθήκευση της έκπτωσης τιμολογίου,
Loan To Value Ratio,Αναλογία δανείου προς αξία,
Loan To Value Ratio expresses the ratio of the loan amount to the value of the security pledged. A loan security shortfall will be triggered if this falls below the specified value for any loan ,Loan to Value Ratio εκφράζει την αναλογία του ποσού του δανείου προς την αξία του εγγυημένου τίτλου. Ένα έλλειμμα ασφάλειας δανείου θα ενεργοποιηθεί εάν αυτό πέσει κάτω από την καθορισμένη τιμή για οποιοδήποτε δάνειο,
Loan Type,Τύπος Δανείου,
Loan amount cannot be greater than {0},Το ποσό δανείου δεν μπορεί να είναι μεγαλύτερο από {0},
Loan amount is mandatory,Το ποσό δανείου είναι υποχρεωτικό,
Loan is mandatory,Το δάνειο είναι υποχρεωτικό,
Loan repayment,Αποπληρωμή δανείου,
Loans (Liabilities),Δάνεια (παθητικό ),
Loans and Advances (Assets),Δάνεια και προκαταβολές ( ενεργητικό ),
Local,Τοπικός,
Location,Τοποθεσία,
Location / Device ID,Αναγνωριστικό τοποθεσίας / συσκευής,
Location Details,Λεπτομέρειες τοποθεσίας,
Location Name,Ονομα τοποθεσίας,
Lock,Κλειδαριά,
Lodging Required,Απαιτείται καταχώρηση,
Log,Κούτσουρο,
Log Type,Τύπος αρχείου καταγραφής,
Log Type is required for check-ins falling in the shift: {0}.,Απαιτείται τύπος καταγραφής για τα check-in που εμπίπτουν στην αλλαγή: {0}.,
Logo,Λογότυπο,
Logout,Αποσύνδεση,
Longitude,Γεωγραφικό μήκος,
Looks like someone sent you to an incomplete URL. Please ask them to look into it.,Μοιάζει με κάποιον που αποστέλλονται σε μια ελλιπή διεύθυνση URL. Παρακαλούμε να τους ζητήσει να εξετάσουμε το θέμα.,
Lost,Απολεσθέν,
Lost Opportunity,Χαμένη Ευκαιρία,
Lost Quotation,Lost Προσφορά,
Lost Reason,Αιτιολογία απώλειας,
Lost Reason Detail,Χαμένος Λεπτομέρεια Λόγου,
Lost Reasons,Λόγοι που χάθηκαν,
Low,Χαμηλός,
Low Sensitivity,Χαμηλή ευαισθησία,
Lower Deduction Certificate,Πιστοποιητικό χαμηλότερης έκπτωσης,
Lower Income,Χαμηλότερο εισόδημα,
Loyalty Amount,Ποσό πίστης,
Loyalty Point Entry,Εισαγωγή σημείου πιστότητας,
Loyalty Point Entry Redemption,Εντολή εισόδου στο σημείο πιστότητας,
Loyalty Points,Σημεία Πίστης,
Loyalty Points Redemption,Πίστωση Πόντων Αποπληρωμή,
"Loyalty Points will be calculated from the spent done (via the Sales Invoice), based on collection factor mentioned.","Οι Πόντοι Πίστης θα υπολογίζονται από το ποσό που πραγματοποιήθηκε (μέσω του Τιμολογίου Πωλήσεων), με βάση τον συντελεστή συλλογής που αναφέρεται.",
Loyalty Points: {0},Πόντοι πίστης: {0},
Loyalty Program,Πρόγραμμα αφοσίωσης,
Loyalty Program Collection,Συλλογή προγράμματος αφοσίωσης,
Loyalty Program Help,Βοήθεια για το πρόγραμμα αφοσίωσης,
Loyalty Program Name,Όνομα προγράμματος προγράμματος πιστότητας,
Loyalty Program Tier,Προγράμματα αφοσίωσης,
Loyalty Program Type,Τύπος προγράμματος πιστότητας,
MAT-DN-.YYYY.-,MAT-DN-.YYYY.-,
MAT-DN-RET-.YYYY.-,MAT-DN-RET-.YYYY.-,
MAT-DT-.YYYY.-,MAT-DT-.YYYY.-,
MAT-INS-.YYYY.-,MAT-INS-.YYYY.-,
MAT-LCV-.YYYY.-,MAT-LCV-.YYYY.-,
MAT-MR-.YYYY.-,MAT-MR-.YYYY.-,
MAT-MSH-.YYYY.-,MAT-MSH-.YYYY.-,
MAT-MVS-.YYYY.-,MAT-MVS-.YYYY.-,
MAT-PAC-.YYYY.-,MAT-PAC-.YYYY.-,
MAT-PR-RET-.YYYY.-,MAT-PR-RET-.YYYY.-,
MAT-PRE-.YYYY.-,MAT-PRE-.YYYY.-,
MAT-QA-.YYYY.-,MAT-QA-.YYYY.-,
MAT-RECO-.YYYY.-,MAT-RECO-.YYYY.-,
MAT-STE-.YYYY.-,MAT-STE-.YYYY.-,
MFG-BLR-.YYYY.-,MFG-BLR-.YYYY.-,
MFG-PP-.YYYY.-,MFG-PP-.YYYY.-,
MFG-WO-.YYYY.-,MFG-WO-.YYYY.-,
MICR,Μικρό,
MWS Auth Token,MWS Auth Token,
MWS Credentials,Πιστοποιητικά MWS,
MX,ΜΧ,
Machine,Μηχανή,
Machine malfunction,Δυσλειτουργία του μηχανήματος,
Machine operator errors,Σφάλματα χειριστή μηχανήματος,
Main,Κύριο,
Maintain Same Rate Throughout Sales Cycle,Διατηρήστε ίδια τιμολόγηση καθ'όλο τον κύκλο πωλήσεων,
Maintain Same Rate Throughout the Purchase Cycle,Διατηρήστε την ίδια τιμή καθ &#39;όλη τη διάρκεια του κύκλου αγοράς,
Maintain Stock,Διατηρητέο Αποθεματικό,
Maintenance,Συντήρηση,
Maintenance Date,Ημερομηνία συντήρησης,
Maintenance Log,Αρχείο καταγραφής συντήρησης,
Maintenance Manager,Υπεύθυνος συντήρησης,
Maintenance Manager Name,Όνομα διαχειριστή συντήρησης,
Maintenance Required,Απαιτείται συντήρηση,
Maintenance Role,Ρόλος συντήρησης,
Maintenance Schedule,Χρονοδιάγραμμα συντήρησης,
Maintenance Schedule Detail,Λεπτομέρειες χρονοδιαγράμματος συντήρησης,
Maintenance Schedule Item,Είδος χρονοδιαγράμματος συντήρησης,
Maintenance Schedule is not generated for all the items. Please click on 'Generate Schedule',Το χρονοδιάγραμμα συντήρησης δεν έχει δημιουργηθεί για όλα τα είδη. Παρακαλώ κάντε κλικ στο δημιουργία χρονοδιαγράμματος,
Maintenance Schedule {0} exists against {1},Το πρόγραμμα συντήρησης {0} υπάρχει έναντι του {1},
Maintenance Schedule {0} must be cancelled before cancelling this Sales Order,Το χρονοδιάγραμμα συντήρησης {0} πρέπει να ακυρωθεί πριν από την ακύρωση αυτής της παραγγελίας πώλησης,
Maintenance Schedules,Χρονοδιαγράμματα συντήρησης,
Maintenance Status,Κατάσταση συντήρησης,
Maintenance Status has to be Cancelled or Completed to Submit,Η κατάσταση συντήρησης πρέπει να ακυρωθεί ή να ολοκληρωθεί για υποβολή,
Maintenance Task,Συντήρηση,
Maintenance Tasks,Συνθήκες Συντήρησης,
Maintenance Team,Ομάδα συντήρησης,
Maintenance Team Member,Μέλος της ομάδας συντήρησης,
Maintenance Team Members,Μέλη της ομάδας συντήρησης,
Maintenance Team Name,Όνομα ομάδας συντήρησης,
Maintenance Time,Ώρα συντήρησης,
Maintenance Type,Τύπος συντήρησης,
Maintenance User,Χρήστης συντήρησης,
Maintenance Visit,Επίσκεψη συντήρησης,
Maintenance Visit Purpose,Σκοπός επίσκεψης συντήρησης,
Maintenance Visit {0} must be cancelled before cancelling this Sales Order,Η επίσκεψη συντήρησης {0} πρέπει να ακυρωθεί πριν από την ακύρωση αυτής της παραγγελίας πώλησης,
Maintenance start date can not be before delivery date for Serial No {0},Η ημερομηνία έναρξης συντήρησης δεν μπορεί να είναι πριν από την ημερομηνία παράδοσης για τον σειριακό αριθμό {0},
Major/Optional Subjects,Σημαντικές / προαιρετικά θέματα,
Make,Δημιούργησε,
Make Academic Term Mandatory,Κάντε τον υποχρεωτικό ακαδημαϊκό όρο,
Make Depreciation Entry,Κάντε Αποσβέσεις Έναρξη,
Make Difference Entry,Δημιούργησε καταχώηρηση διαφοράς,
Make Journal Entry,Δημιούργησε λογιστική εγγραφή,
Make Payment,Κάνω πληρωμή,
Make Payment via Journal Entry,Κάντε Πληρωμή μέσω Εφημερίδα Έναρξη,
Make Purchase Invoice,Δημιούργησε τιμολόγιο αγοράς,
Make Sales Invoice,Δημιούργησε τιμολόγιο πώλησης,
Make Stock Entry,Κάντε καταχώρηση αποθέματος,
Make a call,Τηλεφώνησε,
Make project from a template.,Κάντε το έργο από ένα πρότυπο.,
Male,Άντρας,
Manage Appointment Invoice submit and cancel automatically for Patient Encounter,Διαχειριστείτε την υποβολή και την αυτόματη ακύρωση του τιμολογίου για την συνάντηση ασθενών,
Manage cost of operations,Διαχειριστείτε το κόστος των εργασιών,
Manage your orders,Διαχειριστείτε τις παραγγελίες σας,
Management,Διαχείριση,
Manager,Προϊστάμενος,
Mandate,Εντολή,
Mandatory,Υποχρεωτικό,
Mandatory Fields,Υποχρεωτικά πεδία,
Mandatory For Balance Sheet,Υποχρεωτικό για ισολογισμό,
Mandatory For Profit and Loss Account,Υποχρεωτικό για λογαριασμό κερδών και ζημιών,
Mandatory Missing,Υποχρεωτικό λείπει,
Mandatory Purchase Order,Υποχρεωτική εντολή αγοράς,
Mandatory Purchase Receipt,Υποχρεωτική απόδειξη αγοράς,
Mandatory Results,Υποχρεωτικά αποτελέσματα,
Mandatory field - Academic Year,Υποχρεωτικό πεδίο - ακαδημαϊκό έτος,
Mandatory field - Get Students From,Υποχρεωτικό πεδίο - Πάρτε μαθητές από το,
Mandatory field - Program,Υποχρεωτικό πεδίο - Πρόγραμμα,
Mandatory fields required in {0},Υποχρεωτικά πεδία είναι υποχρεωτικά σε {0},
Manual,Εγχειρίδιο,
Manual entry cannot be created! Disable automatic entry for deferred accounting in accounts settings and try again,Δεν είναι δυνατή η δημιουργία μη αυτόματης καταχώρησης! Απενεργοποιήστε την αυτόματη καταχώριση για αναβαλλόμενη λογιστική στις ρυθμίσεις λογαριασμών και δοκιμάστε ξανά,
Manufacture,Παραγωγή,
Manufacture against Material Request,Κατασκευή κατά Υλικό Αίτηση,
Manufactured,Κατασκευάζεται,
Manufactured Qty,Παραγόμενη ποσότητα,
Manufacturer,Κατασκευαστής,
Manufacturer Part Number,Αριθμός είδους κατασκευαστή,
Manufacturer Part Number <b>{0}</b> is invalid,Ο αριθμός <b>ανταλλακτικού</b> κατασκευαστή <b>{0}</b> δεν είναι έγκυρος,
Manufacturers used in Items,Κατασκευαστές που χρησιμοποιούνται στα σημεία,
Manufacturing,Παραγωγή,
Manufacturing Date,Ημερομηνία κατασκευής,
Manufacturing Manager,Υπεύθυνος παραγωγής,
Manufacturing Quantity is mandatory,Η παραγόμενη ποσότητα είναι απαραίτητη,
Manufacturing Section,Τμήμα κατασκευής,
Manufacturing Settings,Ρυθμίσεις παραγωγής,
Manufacturing User,Χρήστης παραγωγής,
Mapping,Χαρτογράφηση,
Mar,Παραμορφώνω,
March,Μάρτιος,
Margin,Περιθώριο,
Margin Money,Margin Money,
Margin Rate or Amount,Περιθώριο ποσοστό ή την ποσότητα,
Margin Type,περιθώριο Τύπος,
Marital Status,Οικογενειακή κατάσταση,
Mark Absent,Mark Απών,
Mark Attendance,Μαρτυρία Συμμετοχής,
Mark Half Day,Mark Μισή Μέρα,
Mark Present,Mark Παρόν,
Mark Work From Home,Μαρκάρετε την εργασία από το σπίτι,
Mark as Present,Επισήμανση ως Παρόν,
Mark as unresolved,Επισήμανση ως άλυτο,
Mark attendance based on 'Employee Checkin' for Employees assigned to this shift.,Σημειώστε συμμετοχή με βάση το &#39;Έλεγχος προσωπικού&#39; για τους υπαλλήλους που έχουν ανατεθεί σε αυτή τη βάρδια.,
Marked Attendance,Αισθητή Συμμετοχή,
Marked Attendance HTML,Αξιοσημείωτη Συμμετοχή HTML,
Market Place Account Group,Ομάδα λογαριασμών αγοράς,
Market Place ID,Αναγνωριστικό αγοράς,
Market Segment,Τομέας της αγοράς,
Marketing,Marketing,
Marketing Expenses,Δαπάνες marketing,
Marketplace,Αγορά,
Marketplace Error,Σφάλμα αγοράς,
Marketplace Settings,Ρυθμίσεις αγοράς,
Marketplace URL (to hide and update label),URL αγοράς (για την απόκρυψη και την ενημέρωση της ετικέτας),
Marking attendance,Επισήμανση παρουσίας,
Married,Παντρεμένος,
Mask,Μάσκα,
Master,Κύρια εγγραφή,
Master Data,Βασικά δεδομένα,
Masters,Κύριες εγγραφές,
Material,Υλικό,
Material Consumption,Κατανάλωση υλικών,
Material Consumption for Manufacture,Κατανάλωση Υλικών για Κατασκευή,
Material Consumption is not set in Manufacturing Settings.,Η κατανάλωση υλικού δεν έχει οριστεί στις Ρυθμίσεις κατασκευής.,
Material Issue,Υλικά Θέματος,
Material Receipt,Παραλαβή υλικού,
Material Request,Αίτηση υλικού,
Material Request Date,Υλικό Ημερομηνία Αίτηση,
Material Request Detail,Λεπτομέρειες αιτήματος υλικού,
Material Request Item,Είδος αίτησης υλικού,
Material Request No,Αρ. Αίτησης υλικού,
Material Request Plan Item,Στοιχείο Σχεδίου Αίτησης Υλικού,
Material Request Type,Τύπος αίτησης υλικού,
"Material Request not created, as quantity for Raw Materials already available.","Το υλικό δεν ζητήθηκε, όπως είναι ήδη διαθέσιμη για τις πρώτες ύλες.",
